AEW541_mse,AEW541_cor,Nilotinib_mse,Nilotinib_cor,17-AAG_mse,17-AAG_cor,PHA-665752_mse,PHA-665752_cor,Lapatinib_mse,Lapatinib_cor,Nutlin-3_mse,Nutlin-3_cor,AZD0530_mse,AZD0530_cor,PF2341066_mse,PF2341066_cor,L-685458_mse,L-685458_cor,ZD-6474_mse,ZD-6474_cor,Panobinostat_mse,Panobinostat_cor,Sorafenib_mse,Sorafenib_cor,Irinotecan_mse,Irinotecan_cor,Topotecan_mse,Topotecan_cor,LBW242_mse,LBW242_cor,PD-0325901_mse,PD-0325901_cor,PD-0332991_mse,PD-0332991_cor,Paclitaxel_mse,Paclitaxel_cor,AZD6244_mse,AZD6244_cor,PLX4720_mse,PLX4720_cor,RAF265_mse,RAF265_cor,TAE684_mse,TAE684_cor,TKI258_mse,TKI258_cor,Erlotinib_mse,Erlotinib_cor
0.3459791524631409,0.3533334839901963,0.27218387690279705,0.5227511584862015,0.9451775919721066,0.3073592475990385,0.3273636353602378,0.2908620451544286,0.3178981902137914,0.3382256404432548,0.21130171141227982,0.22929961184062203,0.5881334920354367,0.3698200660931036,0.38464799941863004,0.3449164303977151,0.2209854372886355,0.5058138125468702,0.47863367035266796,0.335202097272767,0.33459028131160906,0.6928526177605681,0.35351738975609875,0.6294973770442379,0.8341187197697497,0.621352135166257,1.1490867347029858,0.552328020042636,0.33642098720673497,0.17502484583684427,1.6645305463359623,0.6800696718218505,0.27473314957699024,0.17308929900617315,1.2214528908154705,0.5348813309822001,1.3074514849453587,0.6472899220823581,0.26920976479511133,0.34317460330198113,0.4011714991940887,0.29864992579818384,0.9353205117118546,0.39500443369380484,0.2625428492114839,0.34261347840254597,0.25996283667781267,0.36884590919443816
0.3637435048466384,0.4664997378905102,0.399168432744904,0.6420162217498646,0.9081415297882545,0.5898613000854404,0.24458729979769142,0.31703791840639056,0.2721511738705314,0.4054233331376141,0.2182386816421756,0.17094279099936976,0.6189536998600932,0.2318331115873784,0.22320830017845228,0.3598240227644402,0.2630484563872,0.5483174126840937,0.40309508524009263,0.35675597199192216,0.3381127712974661,0.6061820608333341,0.13634081409817075,0.3994905978897663,0.9043575328126842,0.7320084177232248,1.1628806161436003,0.540084991283773,0.294084755403858,0.24350991709861314,1.0112160869608566,0.5900805415538866,0.2714989783705338,0.5972226445042826,1.3022927201836374,0.5552131825666432,1.1073583316841138,0.5670046871218068,0.26072302582347173,0.534207328938486,0.4719215702159546,0.36631547877684423,0.5404794602872878,0.41449408263287607,0.37619159596241836,0.3820641018662169,0.42441670247679164,0.4140641919686923
0.25995714851077273,0.5102618453788744,0.8144368889116261,0.6949393652815021,0.8531354663780141,0.3482109302657626,0.2705069149925611,0.22140085628098122,0.2580334471366453,0.4217802482814144,0.16206535205172223,0.49891441671991943,0.48657047608071924,0.36063677334052235,0.2636328967843711,0.6336344023015557,0.19660257816143709,0.5793170213361967,0.4245710539597439,0.2297860164019396,0.4367470877275649,0.6839098556699978,0.1474397714027031,0.43709970426822103,0.7369537717298765,0.6387718969911805,0.9273396015613519,0.5216071469826455,0.27325120986640655,0.12877545641439048,1.4485609904130432,0.7022137614199319,0.26842693235891574,0.5643111260495571,1.230162243252845,0.5579539182441617,0.8138710172784538,0.5763272082416306,0.27324942421288856,0.5042247186336629,0.5098188741374865,0.3305878767602723,0.4296174831965902,0.563438207208983,0.18866936497822318,0.5294682100827282,0.35515125192926894,0.41746326889054475
0.32158943922317684,0.43546298983409637,0.8407979945992983,0.5202937921420078,1.015913784971985,0.2747339186627966,0.27653598971737164,0.38790618062726545,0.39259274933261235,0.35691847212748085,0.19081646708041347,0.1389339423164076,0.5247296441519244,0.2557656526991931,0.3619590827984099,0.31638625848794,0.1715756798156696,0.5607723165825204,0.44441182507122456,0.3283523434319431,0.33436786305473304,0.6465625495878466,0.1445946767613161,0.2365046181159834,0.811531444159576,0.68895596035648,1.0579189685815378,0.5903547073074941,0.7007214824340505,0.1485956169069653,1.2746559987253245,0.6016245877444203,0.24908462489565583,0.5147454452844143,1.0857521873224643,0.6116842341275054,0.9499318571339604,0.5656294211617111,0.13844604569428395,0.5312472752839356,0.4855384722138111,0.3983559588568667,0.8562012462776928,0.39066344756210236,0.2568126134476017,0.33502694941621125,0.3226484748580702,0.4751818700370602
0.31417532063553927,0.34633142692249547,0.23385453466083264,0.5650873708294136,1.0499592524499204,0.4035814926549429,0.18891568866207292,0.2393641620620763,0.22864166684275525,0.4559397788196897,0.17353048624163434,0.2947200385166241,0.5852611301153622,0.29430997257142055,0.2731755036605674,0.48322617265548234,0.18401712706274662,0.3393539156046497,0.3835429519685687,0.4402864153916995,0.4028139195706028,0.5589791524956654,0.1754093629364908,0.4990597625438092,0.7738136990863371,0.6058693067597759,1.279064919139325,0.5455858627136313,0.4175283234190066,0.1300972820723422,1.5357125252391064,0.6836637094439207,0.28731089764946544,0.5572350877780816,1.0872109273609123,0.668852612300502,0.9955540269698222,0.6725423271168804,0.20482912088705235,0.47011667389240386,0.5543014957549851,0.42067561971701595,0.7466730946856692,0.3017371504482316,0.2950353608048304,0.5339668215342462,0.4682014138765948,0.47664647383369724
0.309833345911678,0.5205131235991141,0.22403082505771854,0.24839010981318235,1.1582340466701426,0.31206722435964773,0.24006480535114494,0.29988682928432714,0.40311496914561956,0.5161998458996122,0.2165371730888362,0.26028965684771443,0.40354540137995165,0.3241236118431585,0.28001399640190766,0.521159485169113,0.2240818510529249,0.3279527911221359,0.4361651568535124,0.3910498552445149,0.33160009635176624,0.6702493825875454,0.16170091127760192,0.4113441909880268,0.7688919754524972,0.5795262022200434,1.0729366323509595,0.6245385546468736,0.5364505795436098,0.10924513833200158,1.372683899789362,0.6911142849814784,0.30134003331191067,0.44831691816271785,1.0905546744728678,0.5042047767263347,0.6610149164592597,0.6260281380060748,0.2409208036506037,0.3932202525720694,0.4257959324003683,0.23387598585506467,0.5260440191689715,0.4674142300190873,0.2563860036693282,0.6028643150568727,0.2501530756919851,0.3996297472611989
0.4055200137252753,0.5304723648474204,1.1528811330632716,0.5644616584314289,0.9395641290062345,0.34441590190552074,0.22769645052609783,0.2282442527720749,0.2935121307607215,0.5329970549411731,0.18562158817442867,0.12138975835011788,0.4638984076736038,0.32580474000841436,0.1840055654704691,0.4796709879911962,0.1908694743610391,0.5289342451014923,0.48098635118912547,0.36780102888263366,0.3748808153790212,0.635125210760927,0.14078418280346514,0.4893101006919701,0.7704511579262331,0.6233052021451868,0.9173517130870219,0.6135995477202212,0.4367414960740206,0.14185274101802214,1.2013162347319108,0.6472261678988148,0.36726013594391055,0.4709103173544489,1.4425217026223507,0.6133627106188217,0.867849071087423,0.6444498108320247,0.28851433581325053,0.5613556804729939,0.4054128562175446,0.47679954562770444,0.5971963647791033,0.3715702682270337,0.3525360161157615,0.5000613676547694,0.29616389477751726,0.3491518936305903
0.2940266872342778,0.3997958847147466,0.2102952882411846,0.28303790381958266,0.8844682280327948,0.4315545748096346,0.3951269123826177,0.3603412538821299,0.4195838189049014,0.43318174568586165,0.20573887006438593,0.3326483620361065,0.5838961141907999,0.29692204410095646,0.40922136821150396,0.2823026929481185,0.21043511622937838,0.5785739855283273,0.44073985456393366,0.3745504295114731,0.40255410194695856,0.610525486749952,0.13839887276826157,0.45265359054404214,0.5306516105114653,0.7234316108557541,1.0662298583446135,0.5817513591706178,0.5101659733441674,0.30313570048756006,1.4406046957107947,0.5858714496233796,0.31357030467146296,0.5560440463856408,1.3180512899996404,0.6899429886619436,0.8030240428508483,0.47508617417460536,0.41308093473312363,0.48987318577879874,0.46392107941182986,0.4002755592636563,0.5350447417127774,0.3930953382883082,0.1845760676674456,0.5868105139827084,0.4173261297059212,0.32194099271818416
0.2923162387838058,0.4341311010849074,1.0803472305199306,0.5975486909765045,0.9466904110391466,0.245777338412376,0.29075616064050636,0.29414468984003883,0.20202360662415395,0.5478163831292951,0.20513448483759797,0.06713629936431331,0.5266654128483012,0.15666287865232245,0.22223883725442298,0.4467381193159022,0.17618574267409381,0.4147722103640658,0.4439960952240426,0.42996342931087417,0.4449190309903544,0.6514798061798953,0.21732934400806048,0.4403570890671826,0.8499538125407553,0.5230285660200373,1.0051219535485756,0.5725056833921579,0.3812734617096479,0.11683027565377227,1.4727117767466007,0.6470237225816486,0.2046415679261871,0.5983588706766837,0.9586026043725534,0.5919617431136447,1.2935217173266986,0.6748220932468291,0.4528125711978957,0.5470821604932741,0.563087764103617,0.38989392412815843,0.5291855995678018,0.30792443883255644,0.22867355013378984,0.534266997054943,0.4921300658113487,0.3470821106661881
0.30297391371286764,0.523891341100295,1.0208885966013275,0.5155275682668901,0.7561991905243871,0.4465087830111102,0.25144061158602166,0.3209215233434604,0.3610314231014261,0.3691909337576083,0.2051857624890724,0.2325050409385493,0.5129647237129122,0.3817205130575539,0.5229062383852745,0.327516591930276,0.2672750531187449,0.3834237258629048,0.4300016590628464,0.35593273664049346,0.34593476555921887,0.7474742179803333,0.18360993306020368,0.43881870143502555,0.619594006001953,0.7172425651241894,1.0381625700998927,0.5566794019320213,0.346141643611773,0.0751811324776673,1.249410090119841,0.6578602824555051,0.2679368627743461,0.531728754818843,1.6704264743862702,0.5911263710871092,0.8538196390129907,0.61166219471886,0.3009118490430321,0.5638017752043698,0.5140460381282754,0.5001934149789258,0.505617245229555,0.46111821539300624,0.21582825351968007,0.529018725824147,0.3508090736264971,0.40055498474768686
